"Title","Abstract","Text","Author","Category","Source"
"Antiviral therapy during primary simian immunodeficiency virus infection fails to prevent acute loss of CD4+ T cells in gut mucosa but enhances their rapid restoration through central memory T cells .","Gut-associated lymphoid tissue ( GALT) is an early target of human immunodeficiency virus ( HIV ) and simian immunodeficiency virus ( SIV ) and a site for severe CD4( + ) T-cell depletion . Although antiretroviral therapy ( ART ) is effective in suppressing HIV replication and restoring CD4( + ) T cells in peripheral blood , restoration in GALT is delayed . The role of restored CD4( + ) T-cell help in GALT during ART and its impact on antiviral CD8( + ) T-cell responses have not been investigated . Using the SIV model , we investigated gut CD4( + ) T-cell restoration in infected macaques , initiating ART during either the primary stage ( 1 week postinfection ) , prior to acute CD4( + ) cell loss ( PSI) , or during the chronic stage at 10 weeks postinfection ( CSI) . ART led to viral suppression in GALT and peripheral blood mononuclear cells of PSI and CSI animals at comparable levels . CSI animals had incomplete CD4( + ) T-cell restoration in GALT. In PSI animals , ART did not prevent acute CD4( + ) T-cell loss by 2 weeks postinfection in GALT but supported rapid and complete CD4( + ) T-cell restoration thereafter . This correlated with an accumulation of central memory CD4( + ) T cells and better suppression of inflammation . Restoration of CD4( + ) T cells in GALT correlated with qualitative changes in SIV gag-specific CD8( + ) T-cell responses , with a dominance of interleukin-2-producing responses in PSI animals , while both CSI macaques and untreated SIV-infected controls were dominated by gamma interferon responses . Thus , central memory CD4( + ) T-cell levels and qualitative antiviral CD8( + ) T-cell responses , independent of viral suppression , were the immune correlates of gut mucosal immune restoration during ART.","Journal of virology Antiviral therapy during primary simian immunodeficiency virus infection fails to prevent acute loss of CD4+ T cells in gut mucosa but enhances their rapid restoration through central memory T cells . Gut-associated lymphoid tissue ( GALT) is an early target of human immunodeficiency virus ( HIV ) and simian immunodeficiency virus ( SIV ) and a site for severe CD4( + ) T-cell depletion . Although antiretroviral therapy ( ART ) is effective in suppressing HIV replication and restoring CD4( + ) T cells in peripheral blood , restoration in GALT is delayed . The role of restored CD4( + ) T-cell help in GALT during ART and its impact on antiviral CD8( + ) T-cell responses have not been investigated . Using the SIV model , we investigated gut CD4( + ) T-cell restoration in infected macaques , initiating ART during either the primary stage ( 1 week postinfection ) , prior to acute CD4( + ) cell loss ( PSI) , or during the chronic stage at 10 weeks postinfection ( CSI) . ART led to viral suppression in GALT and peripheral blood mononuclear cells of PSI and CSI animals at comparable levels . CSI animals had incomplete CD4( + ) T-cell restoration in GALT. In PSI animals , ART did not prevent acute CD4( + ) T-cell loss by 2 weeks postinfection in GALT but supported rapid and complete CD4( + ) T-cell restoration thereafter . This correlated with an accumulation of central memory CD4( + ) T cells and better suppression of inflammation . Restoration of CD4( + ) T cells in GALT correlated with qualitative changes in SIV gag-specific CD8( + ) T-cell responses , with a dominance of interleukin-2-producing responses in PSI animals , while both CSI macaques and untreated SIV-infected controls were dominated by gamma interferon responses . Thus , central memory CD4( + ) T-cell levels and qualitative antiviral CD8( + ) T-cell responses , independent of viral suppression , were the immune correlates of gut mucosal immune restoration during ART.","Tsuneya Sankaran, Tsuneya Silvey, Tsuneya Verhoeven, Tsuneya Dandekar","Human-Aids","PubMed"
"Susceptibility to opportunistic infections in HIV-infected patients with increased CD4 T-cell counts on antiretroviral therapy may be predicted by markers of dysfunctional effector memory CD4 T cells and B cells .","OBJECTIVES : HIV-infected patients responding to combination antiretroviral therapy ( ART ) after experiencing severe immunodeficiency may exhibit persistent immune defects and occasionally experience opportunistic infections ( OIs ) despite increased CD4 T-cell counts . The investigation of immune defects in such patients was examined in this study . METHODS : CD4 effector memory T-cell ( T(em)-cell ) function [assessed by blood cytomegalovirus ( CMV) interferon-gamma ( IFN-gamma ) enzyme-linked immunosorbent spot-forming cell assay ( ELISPOT ) counts ] and B-cell dysregulation [assessed by serum immunoglobulin A ( IgA ) and IgE levels ] were examined in 27 patients with increased CD4 T-cell counts after receiving ART for over 2 years . Two of these patients and one other had developed OIs on ART and are described in detail . RESULTS : Serum levels of IgA and IgE were higher than reference intervals ( P<0.001 ) and CMV IFN-gamma ELISPOT counts were lower than those in non-HIV-infected controls ( P<0.001 ) in the HIV-infected patients . Low CMV IFN-gamma ELISPOT counts were associated with high IgA levels ( r=-0.5 , P=0.01 , Spearman 's correlation test ) and segregated with high IgE levels ( P=0.06 , Fisher 's test ) . CMV IFN-gamma ELISPOT counts and serum IgA and IgE levels did not change significantly over a median time of 35 ( range 8-60 ) months after the first measurement , whereas CD4 T-cell counts increased . All three patients who experienced OIs had repeatedly low CMV IFN-gamma ELISPOT counts and increased serum levels of IgA and/or IgE. CONCLUSION : Low CD4 T(em)-cell function and B-cell dysregulation are immune defects that may persist independently of changes in the CD4 T-cell count in HIV-1-infected patients responding to ART and are associated with an increased risk of developing an OI.","HIV medicine Susceptibility to opportunistic infections in HIV-infected patients with increased CD4 T-cell counts on antiretroviral therapy may be predicted by markers of dysfunctional effector memory CD4 T cells and B cells . OBJECTIVES : HIV-infected patients responding to combination antiretroviral therapy ( ART ) after experiencing severe immunodeficiency may exhibit persistent immune defects and occasionally experience opportunistic infections ( OIs ) despite increased CD4 T-cell counts . The investigation of immune defects in such patients was examined in this study . METHODS : CD4 effector memory T-cell ( T(em)-cell ) function [assessed by blood cytomegalovirus ( CMV) interferon-gamma ( IFN-gamma ) enzyme-linked immunosorbent spot-forming cell assay ( ELISPOT ) counts ] and B-cell dysregulation [assessed by serum immunoglobulin A ( IgA ) and IgE levels ] were examined in 27 patients with increased CD4 T-cell counts after receiving ART for over 2 years . Two of these patients and one other had developed OIs on ART and are described in detail . RESULTS : Serum levels of IgA and IgE were higher than reference intervals ( P<0.001 ) and CMV IFN-gamma ELISPOT counts were lower than those in non-HIV-infected controls ( P<0.001 ) in the HIV-infected patients . Low CMV IFN-gamma ELISPOT counts were associated with high IgA levels ( r=-0.5 , P=0.01 , Spearman 's correlation test ) and segregated with high IgE levels ( P=0.06 , Fisher 's test ) . CMV IFN-gamma ELISPOT counts and serum IgA and IgE levels did not change significantly over a median time of 35 ( range 8-60 ) months after the first measurement , whereas CD4 T-cell counts increased . All three patients who experienced OIs had repeatedly low CMV IFN-gamma ELISPOT counts and increased serum levels of IgA and/or IgE. CONCLUSION : Low CD4 T(em)-cell function and B-cell dysregulation are immune defects that may persist independently of changes in the CD4 T-cell count in HIV-1-infected patients responding to ART and are associated with an increased risk of developing an OI.","Tsuneya McKinnon, Tsuneya Price, Tsuneya Phung, Tsuneya Keane, Tsuneya French","Human-Aids","PubMed"
"Activation of intestinal mucosal immunity in tumor-bearing mice by lactoferrin .","We have previously demonstrated that oral administration of bovine lactoferrin ( bLF ) markedly increases CD4( + ) and CD8( + ) T cells and NK ( asialoGM1( + ) ) cells in the blood of tumor-bearing mice and enhances anti-metastatic activity . In this paper , we document that oral administration of bLF and bLF-hydrolysate ( bLFH) is associated with strong increases in CD4( + ) and CD8( + ) T , as well as asialoGM1( + ) cells in lymphoid tissues and lamina propria of the small intestine in mice , especially in tumor-bearing animals in which Co26Lu cells were implanted subcutaneously . Moreover , IgM(+ ) and IgA( + ) B cells in lamina propria of the small intestine were also significantly increased by bLF and bLFH. Bovine apo-transferrin (bTF ) did not exhibit such activity . In the colon , only CD8( + ) cells were significantly increased by treatment with bLF , while asialoGM1( + ) cells were significantly decreased . bLF and bLFH induced cytokines to activate T , B and asialoGM1( + ) cells . Administration of bLF and bLFH , but not bTF , increased production of interleukin-18 ( IL-18 ) , interferon-gamma ( IFN-gamma ) and caspase-1 in the mucosa of the small intestine . Particularly high levels of IL-18 were found in the epithelial cells of the small intestine . Moreover , administration of bLF and bLFH , but not bTF , induced IFN-gamma presenting cells in the small intestine . Caspase-1 , which processes proIL-18 to mature IL-18 , was also induced in the epithelial cells of the small intestine following treatment with bLF and bLFH , but not with bTF. These results suggest that enhanced production of IL-18 and IFN-gamma and caspase-1 induction by treatment with bLF may be important for elevation of intestinal mucosal immunity .","Japanese journal of cancer research : Gann Activation of intestinal mucosal immunity in tumor-bearing mice by lactoferrin . We have previously demonstrated that oral administration of bovine lactoferrin ( bLF ) markedly increases CD4( + ) and CD8( + ) T cells and NK ( asialoGM1( + ) ) cells in the blood of tumor-bearing mice and enhances anti-metastatic activity . In this paper , we document that oral administration of bLF and bLF-hydrolysate ( bLFH) is associated with strong increases in CD4( + ) and CD8( + ) T , as well as asialoGM1( + ) cells in lymphoid tissues and lamina propria of the small intestine in mice , especially in tumor-bearing animals in which Co26Lu cells were implanted subcutaneously . Moreover , IgM(+ ) and IgA( + ) B cells in lamina propria of the small intestine were also significantly increased by bLF and bLFH. Bovine apo-transferrin (bTF ) did not exhibit such activity . In the colon , only CD8( + ) cells were significantly increased by treatment with bLF , while asialoGM1( + ) cells were significantly decreased . bLF and bLFH induced cytokines to activate T , B and asialoGM1( + ) cells . Administration of bLF and bLFH , but not bTF , increased production of interleukin-18 ( IL-18 ) , interferon-gamma ( IFN-gamma ) and caspase-1 in the mucosa of the small intestine . Particularly high levels of IL-18 were found in the epithelial cells of the small intestine . Moreover , administration of bLF and bLFH , but not bTF , induced IFN-gamma presenting cells in the small intestine . Caspase-1 , which processes proIL-18 to mature IL-18 , was also induced in the epithelial cells of the small intestine following treatment with bLF and bLFH , but not with bTF. These results suggest that enhanced production of IL-18 and IFN-gamma and caspase-1 induction by treatment with bLF may be important for elevation of intestinal mucosal immunity .","Shun'ichiro Wang, Shun'ichiro Sekine, Shun'ichiro Sato, Shun'ichiro Tsuda, Shun'ichiro Adachi, Shun'ichiro Iigo","Mouse-Cancer","PubMed"
"Inhibition by interleukin-18 of the growth of Dunn osteosarcoma cells .","To examine the usefulness of interleukin-18 ( IL-18 ) in the treatment of osteosarcomas , the effect of IL-18 on the growth of Dunn osteosarcoma cells was investigated . Daily intraperitoneal ( i.p. ) injection of mouse recombinant IL-18 ( 2 microg/mouse ) suppressed the growth of Dunn osteosarcoma cells transplanted subcutaneously ( s.c. ) into syngeneic C3H mice . This IL-18-induced suppression was not affected by simultaneous treatment with anti-asialo GM1 serum , which inactivates natural killer ( NK) cells . However , IL-18 failed to suppress the growth of Dunn osteosarcoma cells transplanted into BALB/c-nude mice devoid of T lymphocytes or C3H-gld/gld mice deficient in functional Fas ligand ( FasL ) . IL-18 also failed to suppress the growth of Dunn osteosarcoma cells in vitro , although expression of IL-18 receptor mRNA and MyD88 mRNA as well as Fas mRNA was detected by reverse transcriptase-polymerase chain reaction (RT-PCR ) . On the other hand , antimouse Fas antibody showed cytotoxicity against Dunn osteosarcoma cells in a dose-dependent manner in vitro . In addition , treatment of C3H mice with IL-18 enhanced the cytotoxic activity of CD8( + ) T lymphocytes against Dunn osteosarcoma cells . These results indicate that IL-18 inhibits the growth of Dunn osteosarcoma cells in vivo by enhancing the cytotoxic activity of CD8( + ) T lymphocytes through the FasL-Fas system .","Journal of interferon & cytokine research : the official journal of the International Society for Interferon and Cytokine Research Inhibition by interleukin-18 of the growth of Dunn osteosarcoma cells . To examine the usefulness of interleukin-18 ( IL-18 ) in the treatment of osteosarcomas , the effect of IL-18 on the growth of Dunn osteosarcoma cells was investigated . Daily intraperitoneal ( i.p. ) injection of mouse recombinant IL-18 ( 2 microg/mouse ) suppressed the growth of Dunn osteosarcoma cells transplanted subcutaneously ( s.c. ) into syngeneic C3H mice . This IL-18-induced suppression was not affected by simultaneous treatment with anti-asialo GM1 serum , which inactivates natural killer ( NK) cells . However , IL-18 failed to suppress the growth of Dunn osteosarcoma cells transplanted into BALB/c-nude mice devoid of T lymphocytes or C3H-gld/gld mice deficient in functional Fas ligand ( FasL ) . IL-18 also failed to suppress the growth of Dunn osteosarcoma cells in vitro , although expression of IL-18 receptor mRNA and MyD88 mRNA as well as Fas mRNA was detected by reverse transcriptase-polymerase chain reaction (RT-PCR ) . On the other hand , antimouse Fas antibody showed cytotoxicity against Dunn osteosarcoma cells in a dose-dependent manner in vitro . In addition , treatment of C3H mice with IL-18 enhanced the cytotoxic activity of CD8( + ) T lymphocytes against Dunn osteosarcoma cells . These results indicate that IL-18 inhibits the growth of Dunn osteosarcoma cells in vivo by enhancing the cytotoxic activity of CD8( + ) T lymphocytes through the FasL-Fas system .","Shun'ichiro Okamoto, Shun'ichiro Terada, Shun'ichiro Ueda, Shun'ichiro Nishizawa, Shun'ichiro Maruo, Shun'ichiro Yamada, Shun'ichiro Okamura, Shun'ichiro Futani, Shun'ichiro Kashiwamura, Shun'ichiro Tsutsui, Shun'ichiro Sugihara, Shun'ichiro Tsujimura","Mouse-Cancer","PubMed"
"Role of Th1-stimulating cytokines in bacillus Calmette-GuÃ?Â©rin (BCG)-induced macrophage cytotoxicity against mouse bladder cancer MBT-2 cells .","Previously , we have demonstrated that macrophages exhibited cytotoxicity toward mouse bladder cancer MBT-2 cells upon bacille Calmette-GuÃ?Â©rin (BCG ) stimulation . In this study , we have investigated the role of Th1-stimulating cytokines in BCG-induced macrophage cytotoxicity . Thioglycollate-elicited peritoneal exudate cells ( PECs ) were used as a conventional source for macrophages and the induction of PEC effector functions ( cytolytic activity and cytokine production ) by BCG was evaluated in vitro . The BCG-activated PECs showed potent cytotoxicity and killed MBT-2 cells in a dose-dependent manner . Depletion of T cells , natural killer ( NK) cells , or both , in PEC preparations exhibited a marginal or small reduction of MBT-2 cell killing , suggesting that macrophages played a primary role in PEC cytotoxicity . Transwell assays indicated that the maximal PEC cytotoxicity required both direct cell-cell contact and soluble factors such as interferon ( IFN)-gamma and tumour necrosis factor ( TNF)-alpha . Neutralizing endogenous cytokines interleukin ( IL)-12 , IL-18 , IFN-gamma or TNF-alpha reduced PEC cytotoxicity by 38 % , 22 % , 15 % and 94 % , respectively . Supplementation of BCG with recombinant ( r)IL-2 , rIL-12 or rIL-18 increased PEC cytotoxicity by approximately twofold . Compared with control BCG for PEC stimulation , rBCGs expressing IL-2 or IL-18 showed enhanced MBT-2 cell killing by PECs . Increased cytokine production ( IFN-gamma , TNF-alpha and IL-6 ) was also observed in rBCG-stimulated PEC cultures . Taken together , these results suggest that Th1-stimulating cytokines play an important role in BCG-induced macrophage cytotoxicity and that combination of BCG with selected Th1-stimulating cytokines , either supplemented or expressed by BCG , may enhance the effect of BCG in the treatment of bladder cancer patients .","Clinical and experimental immunology Role of Th1-stimulating cytokines in bacillus Calmette-GuÃ?Â©rin (BCG)-induced macrophage cytotoxicity against mouse bladder cancer MBT-2 cells . Previously , we have demonstrated that macrophages exhibited cytotoxicity toward mouse bladder cancer MBT-2 cells upon bacille Calmette-GuÃ?Â©rin (BCG ) stimulation . In this study , we have investigated the role of Th1-stimulating cytokines in BCG-induced macrophage cytotoxicity . Thioglycollate-elicited peritoneal exudate cells ( PECs ) were used as a conventional source for macrophages and the induction of PEC effector functions ( cytolytic activity and cytokine production ) by BCG was evaluated in vitro . The BCG-activated PECs showed potent cytotoxicity and killed MBT-2 cells in a dose-dependent manner . Depletion of T cells , natural killer ( NK) cells , or both , in PEC preparations exhibited a marginal or small reduction of MBT-2 cell killing , suggesting that macrophages played a primary role in PEC cytotoxicity . Transwell assays indicated that the maximal PEC cytotoxicity required both direct cell-cell contact and soluble factors such as interferon ( IFN)-gamma and tumour necrosis factor ( TNF)-alpha . Neutralizing endogenous cytokines interleukin ( IL)-12 , IL-18 , IFN-gamma or TNF-alpha reduced PEC cytotoxicity by 38 % , 22 % , 15 % and 94 % , respectively . Supplementation of BCG with recombinant ( r)IL-2 , rIL-12 or rIL-18 increased PEC cytotoxicity by approximately twofold . Compared with control BCG for PEC stimulation , rBCGs expressing IL-2 or IL-18 showed enhanced MBT-2 cell killing by PECs . Increased cytokine production ( IFN-gamma , TNF-alpha and IL-6 ) was also observed in rBCG-stimulated PEC cultures . Taken together , these results suggest that Th1-stimulating cytokines play an important role in BCG-induced macrophage cytotoxicity and that combination of BCG with selected Th1-stimulating cytokines , either supplemented or expressed by BCG , may enhance the effect of BCG in the treatment of bladder cancer patients .","Shun'ichiro Chen, Shun'ichiro Evanoff, Shun'ichiro Luo, Shun'ichiro Yamada","Mouse-Cancer","PubMed"
"Calcium-pterin suppresses mitogen-induced tryptophan degradation and neopterin production in peripheral blood mononuclear cells .","Antitumor activity of a calcium-pterin suspension has been described in vitro and in animal model systems . Recent studies provide some evidence that this effect involves immune-mediated mechanisms . We investigated the influence of calcium-pterin on freshly isolated human peripheral blood mononuclear cells ( PBMC) stimulated with the mitogens phytohaemagglutinin and concanavalin A in vitro . Influence of calcium-pterin on tryptophan-degrading enzyme indoleamine ( 2,3)-dioxygenase ( IDO ) and on neopterin production was monitored in supernatants of cells . Increased neopterin concentrations as well as accelerated tryptophan degradation have been found to predict poor prognosis in patients with cancer , and both these immunobiochemical pathways are induced by the pro-inflammatory cytokine interferon-gamma . Compared to unstimulated cells , mitogens induced degradation of tryptophan and formation of neopterin in PBMC , and upon addition of calcium-pterin , both biochemical results were suppressed in a dose-dependent way . Thus , calcium-pterin suppresses immunological pathways in vitro that in patients with malignant diseases characterize an unfavorable prognosis . The effect of the compound to suppress IDO activity could be of considerable relevance for the antitumoral effect of the compound because activation of the enzyme is considered as an immune-escape mechanism of tumor cells .","Immunobiology Calcium-pterin suppresses mitogen-induced tryptophan degradation and neopterin production in peripheral blood mononuclear cells . Antitumor activity of a calcium-pterin suspension has been described in vitro and in animal model systems . Recent studies provide some evidence that this effect involves immune-mediated mechanisms . We investigated the influence of calcium-pterin on freshly isolated human peripheral blood mononuclear cells ( PBMC) stimulated with the mitogens phytohaemagglutinin and concanavalin A in vitro . Influence of calcium-pterin on tryptophan-degrading enzyme indoleamine ( 2,3)-dioxygenase ( IDO ) and on neopterin production was monitored in supernatants of cells . Increased neopterin concentrations as well as accelerated tryptophan degradation have been found to predict poor prognosis in patients with cancer , and both these immunobiochemical pathways are induced by the pro-inflammatory cytokine interferon-gamma . Compared to unstimulated cells , mitogens induced degradation of tryptophan and formation of neopterin in PBMC , and upon addition of calcium-pterin , both biochemical results were suppressed in a dose-dependent way . Thus , calcium-pterin suppresses immunological pathways in vitro that in patients with malignant diseases characterize an unfavorable prognosis . The effect of the compound to suppress IDO activity could be of considerable relevance for the antitumoral effect of the compound because activation of the enzyme is considered as an immune-escape mechanism of tumor cells .","Tsuneya Moheno, Tsuneya Fuchs, Tsuneya Meerbergen, Tsuneya Schennach, Tsuneya Schroecksnadel, Tsuneya Winkler","Human-Aids","PubMed"
"Comparison of an interferon-gamma release assay with tuberculin skin testing in HIV-infected individuals .","RATIONALE : Although interferon ( IFN)-gamma release assays are approved for the diagnosis of latent tuberculosis infection ( LTBI ) , limited data exist regarding their performance in HIV infection . OBJECTIVES : To compare tuberculin skin test ( TST ) results to the commercial IFN-gamma release assay QuantiFERON-TB Gold In-Tube ( QFT ) for the diagnosis of LTBI in HIV-infected adults . METHODS : A total of 294 HIV-infected subjects sampled from two San Francisco cohorts underwent TST , using 5 TU of purified protein derivative , and QFT , measuring IFN-gamma response to Mycobacterium tuberculosis-specific RD-1 antigens . MAIN RESULTS : Of 294 participants , 205 ( 70 % ) returned for an evaluable TST. Concordance between QFT and TST was 89.3 % (kappa=0.37 , p=0.007 ) . However , in subjects with positive test results by either TST or QFT , only 28 % ( 8/29 ) had positive test results by both modalities . TST-positive/QFT-negative discordant results were found in 5.1 % of subjects and TST-negative/QFT-positive discordance in 5.6 % . Indeterminate QFT results occurred in 5.1 % , all due to a failure to respond to the phytohemagglutinin-positive control . Subjects with a CD4( + ) count of less than 100 cells/mm( 3 ) had a relative risk of an indeterminate result of 4.24 ( 95 % confidence interval , 1.55-11.61 ; p=0.003 ) compared with those with a CD4( + ) count of 100 or more . CONCLUSIONS : Overall concordance between QFT and TST in HIV infection was high , but agreement among subjects with positive tests by either modality was low .","American journal of respiratory and critical care medicine Comparison of an interferon-gamma release assay with tuberculin skin testing in HIV-infected individuals . RATIONALE : Although interferon ( IFN)-gamma release assays are approved for the diagnosis of latent tuberculosis infection ( LTBI ) , limited data exist regarding their performance in HIV infection . OBJECTIVES : To compare tuberculin skin test ( TST ) results to the commercial IFN-gamma release assay QuantiFERON-TB Gold In-Tube ( QFT ) for the diagnosis of LTBI in HIV-infected adults . METHODS : A total of 294 HIV-infected subjects sampled from two San Francisco cohorts underwent TST , using 5 TU of purified protein derivative , and QFT , measuring IFN-gamma response to Mycobacterium tuberculosis-specific RD-1 antigens . MAIN RESULTS : Of 294 participants , 205 ( 70 % ) returned for an evaluable TST. Concordance between QFT and TST was 89.3 % (kappa=0.37 , p=0.007 ) . However , in subjects with positive test results by either TST or QFT , only 28 % ( 8/29 ) had positive test results by both modalities . TST-positive/QFT-negative discordant results were found in 5.1 % of subjects and TST-negative/QFT-positive discordance in 5.6 % . Indeterminate QFT results occurred in 5.1 % , all due to a failure to respond to the phytohemagglutinin-positive control . Subjects with a CD4( + ) count of less than 100 cells/mm( 3 ) had a relative risk of an indeterminate result of 4.24 ( 95 % confidence interval , 1.55-11.61 ; p=0.003 ) compared with those with a CD4( + ) count of 100 or more . CONCLUSIONS : Overall concordance between QFT and TST in HIV infection was high , but agreement among subjects with positive tests by either modality was low .","Tsuneya Luetkemeyer, Tsuneya Flores, Tsuneya Havlir, Tsuneya Martin, Tsuneya Bangsberg, Tsuneya Charlebois, Tsuneya Deeks","Human-Aids","PubMed"
"B-cell co-receptor CD72 is expressed on NK cells and inhibits IFN-gamma production but not cytotoxicity .","NK cells have two main functions , namely cell-mediated cytotoxicity and production of cytokines . Multiple inhibitory receptors that regulate NK-cell cytotoxicity have been characterized whereas little is known about receptors regulating cytokine production . Here we report that CD72 , which is considered to be an important co-receptor regulating B-cell activation , is also expressed on mouse NK cells . NK cells expressing high levels of CD72 , upon stimulation with IL-12 and IL-18 or target cells , produce significantly less IFN-gamma than those expressing low levels of CD72 , whereas both subsets are equally cytotoxic . Ectopic expression of CD72 in the murine NK-cell line KY2 inhibits cytokine-induced IFN-gamma production , and the inhibitory effect is diminished by mutations in the inhibitory motifs in the intracellular domain or replacement of the extracellular domain of CD72 . Thus , CD72 is an inhibitory receptor on NK cells regulating cytokine production .","European journal of immunology B-cell co-receptor CD72 is expressed on NK cells and inhibits IFN-gamma production but not cytotoxicity . NK cells have two main functions , namely cell-mediated cytotoxicity and production of cytokines . Multiple inhibitory receptors that regulate NK-cell cytotoxicity have been characterized whereas little is known about receptors regulating cytokine production . Here we report that CD72 , which is considered to be an important co-receptor regulating B-cell activation , is also expressed on mouse NK cells . NK cells expressing high levels of CD72 , upon stimulation with IL-12 and IL-18 or target cells , produce significantly less IFN-gamma than those expressing low levels of CD72 , whereas both subsets are equally cytotoxic . Ectopic expression of CD72 in the murine NK-cell line KY2 inhibits cytokine-induced IFN-gamma production , and the inhibitory effect is diminished by mutations in the inhibitory motifs in the intracellular domain or replacement of the extracellular domain of CD72 . Thus , CD72 is an inhibitory receptor on NK cells regulating cytokine production .","Valeria L AlcÃ?Â³n, Fumio Takei, Claudia Luther, Dale Balce","Mouse-Cancer","PubMed"
"Bronchoalveolar neutrophils , interferon gamma-inducible protein 10 and interleukin-7 in AIDS-associated tuberculosis .","During advanced AIDS tuberculosis ( TB ) often presents atypically with smear-negative and non-cavitary disease , yet immune features associated with this change are poorly characterized . We examined the local immune response in a cohort of Tanzanian AIDS-associated TB patients who underwent bronchoalveolar lavage . TB infection was confirmed in bronchoalveolar lavage ( BAL ) fluid by culture , probe and polymerase chain reaction (PCR ) . Among TB patients CD4 count correlated positively with the extent of cavitary disease as well as BAL TB load (qPCR C( T) ) . TB patients had significantly higher granulocyte-macrophage colony-stimulating factor ( GM-CSF ) than non-TB patients , and those with non-cavitary TB had significantly higher BAL interferon gamma-inducible protein ( IP-10 ) and interleukin ( IL)-7 than those with cavities . BAL neutrophils were as prevalent as monocytes/macrophages or epithelial cells , and immunohistochemistry revealed that neutrophils , monocytes/macrophages , and epithelial cells were major sources of the IP-10 and IL-7. These data suggest a dysregulated cytokine profile may contribute to the TB of advanced AIDS .","Clinical and experimental immunology Bronchoalveolar neutrophils , interferon gamma-inducible protein 10 and interleukin-7 in AIDS-associated tuberculosis . During advanced AIDS tuberculosis ( TB ) often presents atypically with smear-negative and non-cavitary disease , yet immune features associated with this change are poorly characterized . We examined the local immune response in a cohort of Tanzanian AIDS-associated TB patients who underwent bronchoalveolar lavage . TB infection was confirmed in bronchoalveolar lavage ( BAL ) fluid by culture , probe and polymerase chain reaction (PCR ) . Among TB patients CD4 count correlated positively with the extent of cavitary disease as well as BAL TB load (qPCR C( T) ) . TB patients had significantly higher granulocyte-macrophage colony-stimulating factor ( GM-CSF ) than non-TB patients , and those with non-cavitary TB had significantly higher BAL interferon gamma-inducible protein ( IP-10 ) and interleukin ( IL)-7 than those with cavities . BAL neutrophils were as prevalent as monocytes/macrophages or epithelial cells , and immunohistochemistry revealed that neutrophils , monocytes/macrophages , and epithelial cells were major sources of the IP-10 and IL-7. These data suggest a dysregulated cytokine profile may contribute to the TB of advanced AIDS .","Tsuneya Myers, Tsuneya Houpt, Tsuneya Hoang, Tsuneya Stroup, Tsuneya Stoler, Tsuneya Kalambo, Tsuneya Kibiki","Human-Aids","PubMed"
"Role of ASC in the Mouse Model of Helicobacter pylori Infection .","Apoptosis associated speck-like protein containing a C-terminal caspase recruitment domain ( ASC ) is an adaptor molecule activating caspase-1 that stimulates pro-IL-1beta and pro-IL-18 , two proinflammatory cytokines with critical functions in host defense against a variety of pathogens . In the present study , we investigated the role of ASC in the host defense against Helicobacter pylori utilizing ASC-deficient mice . Mice were orally inoculated with H. pylori ; bacterial load , degree of gastritis , and mucosal levels of inflammatory cytokines were analyzed and compared with those obtained from wild-type mice . We found more prominent H. pylori colonization in ASC-deficient mice , as revealed by colony-forming unit ( CFU) counts . Both groups of mice developed gastritis ; however , ASC-deficient mice showed significant attenuation of inflammation despite high H. pylori colonization . ELISA , immunohistochemistry and quantitative RT-PCR analysis revealed complete suppression of IL-1beta and IL-18 , and substantial reduction of IFN-gamma expression , in ASC-deficient mice without apparent upregulation of other cytokines including IL-10 and TNF-alpha . These results as a whole indicate that ASC exerts considerable influence on the host defense acting through IL-1beta/IL-18 and subsequent IFN-gamma production , which in turn contributes to continuous chronic inflammatory response and consequent reduction of H. pylori colonization .","The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society Role of ASC in the Mouse Model of Helicobacter pylori Infection . Apoptosis associated speck-like protein containing a C-terminal caspase recruitment domain ( ASC ) is an adaptor molecule activating caspase-1 that stimulates pro-IL-1beta and pro-IL-18 , two proinflammatory cytokines with critical functions in host defense against a variety of pathogens . In the present study , we investigated the role of ASC in the host defense against Helicobacter pylori utilizing ASC-deficient mice . Mice were orally inoculated with H. pylori ; bacterial load , degree of gastritis , and mucosal levels of inflammatory cytokines were analyzed and compared with those obtained from wild-type mice . We found more prominent H. pylori colonization in ASC-deficient mice , as revealed by colony-forming unit ( CFU) counts . Both groups of mice developed gastritis ; however , ASC-deficient mice showed significant attenuation of inflammation despite high H. pylori colonization . ELISA , immunohistochemistry and quantitative RT-PCR analysis revealed complete suppression of IL-1beta and IL-18 , and substantial reduction of IFN-gamma expression , in ASC-deficient mice without apparent upregulation of other cytokines including IL-10 and TNF-alpha . These results as a whole indicate that ASC exerts considerable influence on the host defense acting through IL-1beta/IL-18 and subsequent IFN-gamma production , which in turn contributes to continuous chronic inflammatory response and consequent reduction of H. pylori colonization .","Naoki Itano, Kenji Sano, Jun Nakayama, Shun'ichiro Taniguchi, Motohiro Kobayashi, Michiko Takeoka, Hiroko Tsutsui, Masatomo Kawakubo, Minoru Fukuda, Jian Zou, Bekale N Benoit, Tetsuo Noda","Mouse-Cancer","PubMed"
